ObjectName,X,Y,Z
基準_01,-0.019984200596809387,-0.29680585861206055,-0.19137631356716156
基準_02,-0.9777507781982422,-1.420003056526184,0.027316879481077194
基準_03,-0.27489858865737915,-0.25127294659614563,-0.17325371503829956
基準_04,-0.4955715835094452,-0.22058524191379547,-0.1742188185453415
基準_05,0.0017016539350152016,-0.35028183460235596,-0.18735136091709137
基準_06,-0.9324464201927185,-1.1943206787109375,-0.24724137783050537
基準_101,0.44134509563446045,-2.116584539413452,0.4017808139324188
基準_102,-0.532016932964325,-1.975158452987671,0.39824098348617554
基準_103,1.4248631000518799,-2.3289806842803955,-0.15890799462795258
基準_104,0.8949035406112671,-1.7494474649429321,-0.20253443717956543
基準_106,0.5714068412780762,-1.247175931930542,-0.22394827008247375
基準_107,1.3147485256195068,-2.299194097518921,0.3510493040084839
